Station,Country,County,TOC,Visited,Latitude,Longitude,Date
Kiveton Bridge,England,South Yorkshire,Northern,No,53.340958304616,-1.26717948994662,
Kiveton Park,England,South Yorkshire,Northern,No,53.3367153672291,-1.23984462977862,
Knaresborough,England,North Yorkshire,Northern,No,54.009024528163,-1.47041631503097,
Knebworth,England,Hertfordshire,GTR,No,51.8668534540605,-0.187288791814045,
Knighton,England,Shropshire,Transport for Wales,No,52.3450758871025,-3.04219621337954,
Knockholt,England,London (City Of),Southeastern,No,51.3457876200943,0.130847053987131,
Knottingley,England,West Yorkshire,Northern,No,53.7065377325563,-1.25917827738971,
Knucklas,Wales,Powys - Powys,Transport for Wales,No,52.3598648380342,-3.09687794796194,
Knutsford,England,Cheshire,Northern,No,53.3017927386283,-2.37179093175857,
Kyle of Lochalsh,Scotland,Highland,ScotRail,No,57.2797794370901,-5.71381439842642,
Ladybank,Scotland,Fife,ScotRail,No,56.2737849038311,-3.12227569261322,
Ladywell,England,London (City Of),Southeastern,No,51.4562426489563,-0.0190406942469275,
Laindon,England,Essex,C2C,No,51.5675211845757,0.424288907848939,
Lairg,Scotland,Highland,ScotRail,No,58.0018345455927,-4.39988986444872,
Lake,England,Isle Of Wight,South Western Railway,No,50.6464770937633,-1.16634859044496,
Lakenheath,England,Suffolk,Greater Anglia,No,52.4473981737658,0.535197604816679,
Lamphey,Wales,Sir Benfro - Pembrokeshire,Transport for Wales,No,51.6671927564176,-4.87325759551605,
Lanark,Scotland,South Lanarkshire,ScotRail,No,55.6736117878189,-3.77329099536818,
Lancaster,England,Lancashire,Avanti West Coast,No,54.0487328581851,-2.80745803982251,
Lancing,England,West Sussex,GTR,No,50.827082080019,-0.323109264830326,
Landywood,England,Staffordshire,West Midlands Trains,No,52.6565417562178,-2.02072793185577,
Langbank,Scotland,Renfrewshire,ScotRail,No,55.9245251560621,-4.5852756570507,
Langho,England,Lancashire,Northern,No,53.804834121852,-2.44865934892391,
Langley,England,Berkshire,TfL Rail,No,51.5080614793025,-0.541756169166767,
Langley Green,England,West Midlands,West Midlands Trains,No,52.4938728263973,-2.004964286563,
Langley Mill,England,Derbyshire,East Midlands Trains,No,53.0180608236478,-1.33124450871379,
Langside,Scotland,Glasgow City,ScotRail,No,55.8211381451405,-4.27734104732889,
Langwathby,England,Cumbria,Northern,No,54.6943600971583,-2.6636840914627,
Langwith-Whaley Thorns,England,Derbyshire,East Midlands Trains,No,53.2318405671435,-1.20934369005986,
Lapford,England,Devon,Great Western Railway,No,50.8570070932109,-3.8106396135563,
Lapworth,England,Warwickshire,Chiltern Railways,No,52.3422521317217,-1.72569141656924,
Larbert,Scotland,Falkirk,ScotRail,No,56.0227085781322,-3.83058147522721,
Largs,Scotland,North Ayrshire,ScotRail,No,55.7927492986381,-4.86719878218223,
Larkhall,Scotland,South Lanarkshire,ScotRail,No,55.7386000297771,-3.97551250125101,
Laurencekirk,Scotland,Aberdeenshire,ScotRail,No,56.8363492391231,-2.46592591150427,
Lawrence Hill,England,Bristol,Great Western Railway,No,51.4580137584908,-2.56443006698705,
Layton,England,Lancashire,Northern,No,53.835271147168,-3.02999096667225,
Lazonby & Kirkoswald,England,Cumbria,Northern,No,54.7504394529169,-2.70320902444668,
Lea Bridge,England,London (City Of),Greater Anglia,No,51.5665461591988,-0.0366726102588346,
Lea Green,England,Merseyside,Northern,No,53.4268123083684,-2.72497791246254,
Lea Hall,England,West Midlands,West Midlands Trains,No,52.4806441330582,-1.78601201300865,
Leagrave,England,Bedfordshire,GTR,No,51.9051580546992,-0.458502652895297,
Lealholm,England,North Yorkshire,Northern,No,54.460591596632,-0.825715345522462,
Leamington Spa,England,Warwickshire,Chiltern Railways,yes,52.2844912164467,-1.53621015936663,
Leasowe,England,Merseyside,Merseyrail,No,53.4080491153648,-3.09959423179954,
Leatherhead ,England,Surrey,GTR,No,51.2988166518467,-0.333231977030243,
Ledbury,England,Herefordshire,West Midlands Trains,No,52.0452524386556,-2.4258606364339,
Lee,England,London (City Of),Southeastern,No,51.4497530810151,0.0134927898636663,
Leeds,England,West Yorkshire,Network Rail,No,53.7956274464893,-1.54802567392696,
Leicester,England,Leicestershire,East Midlands Trains,No,52.6314253203989,-1.12527556604253,
Leigh (Kent),England,Kent,Southeastern,No,51.1938988021414,0.21049491687943,
Leigh-on-Sea,England,Essex,C2C,No,51.5412704804763,0.640411251824065,
Leighton Buzzard,England,Bedfordshire,West Midlands Trains,No,51.9163051871475,-0.677007376141064,
Lelant,England,Cornwall,Great Western Railway,No,50.1841314638968,-5.43654826901766,
Lelant Saltings,England,Cornwall,Great Western Railway,No,50.1787837573639,-5.44092738379503,
Lenham,England,Kent,Southeastern,No,51.234483210726,0.707758977213742,
Lenzie,Scotland,East Dunbartonshire,ScotRail,No,55.9213232741314,-4.15389136965366,
Leominster,England,Herefordshire,West Midlands Trains,No,52.2256846728456,-2.73034148133234,
Letchworth Garden City,England,Hertfordshire,GTR,No,51.9799626923486,-0.229264161103862,
Leuchars,Scotland,Fife,ScotRail,No,56.3751056580503,-2.89371351530403,
Leven,Scotland,Fife,ScotRail,No,56.19248,-3.00226,
Levenshulme,England,Greater Manchester,Northern,No,53.4441647894146,-2.19266993956898,
Lewes,England,East Sussex,GTR,No,50.870630276246,0.0113305158683365,
Lewisham,England,London (City Of),Southeastern,No,51.4656900573408,-0.0140244236065112,
Leyland,England,Lancashire,Northern,No,53.6988571904321,-2.68714549713853,
Leyton Midland Road,England,London (City Of),London Overground,No,51.5697236760642,-0.00805063517327931,
Leytonstone High Road,England,London (City Of),London Overground,No,51.5635527790456,0.00841639087052511,
Lichfield City,England,Staffordshire,West Midlands Trains,No,52.6801478620555,-1.82541989750681,
Lichfield Trent Valley,England,Staffordshire,West Midlands Trains,No,52.6868952959191,-1.80022909556863,
Lidlington,England,Bedfordshire,West Midlands Trains,No,52.0415356939786,-0.558928400993178,
Limehouse,England,London (City Of),C2C,No,51.5125350543271,-0.0398028674833795,
Lincoln Central,England,Lincolnshire,East Midlands Trains,No,53.2260863916889,-0.539921946842763,
Lingfield ,England,Surrey,GTR,No,51.1764510669803,-0.0071646303479837,
Lingwood,England,Norfolk,Greater Anglia,No,52.6220979078982,1.48994432206121,
Linlithgow,Scotland,West Lothian,ScotRail,No,55.9764564743144,-3.59585283069613,
Liphook ,England,Hampshire,South Western Railway,No,51.0713158175337,-0.800228494413842,
Liskeard,England,Cornwall,Great Western Railway,No,50.4468702130789,-4.46957612946015,
Liss ,England,Hampshire,South Western Railway,No,51.0435708255739,-0.892867192382383,
Lisvane & Thornhill,Wales,Caerdydd - Cardiff,Transport for Wales,No,51.5445823857945,-3.18560235831826,
Little Kimble,England,Buckinghamshire,Chiltern Railways,No,51.7522314464846,-0.808452428620359,
Little Sutton,England,Cheshire,Merseyrail,No,53.2855179707172,-2.94329286779545,
Littleborough,England,Greater Manchester,Northern,No,53.6429969919746,-2.09465161657675,
Littlehampton,England,West Sussex,GTR,No,50.8101080667257,-0.545994825386246,
Littlehaven,England,West Sussex,GTR,No,51.0797500195687,-0.307980536519452,
Littleport,England,Cambridgeshire,GTR,No,52.462378341506,0.316559220116956,
Liverpool Central,England,Merseyside,Merseyrail,yes,53.4046029237222,-2.97916860087885,
Liverpool James Street,England,Merseyside,Merseyrail,No,53.4047670234029,-2.99195813601943,
Liverpool Lime Street,England,Merseyside,Network Rail,Yes,53.4073114186473,-2.97772651937647,
Liverpool South Parkway,England,Merseyside,Merseyrail,No,53.3577470027976,-2.8891432523966,
Livingston North,Scotland,West Lothian,ScotRail,No,55.9013876748964,-3.54435153732544,
Livingston South,Scotland,West Lothian,ScotRail,No,55.8716969795193,-3.50156981615429,
Llanaber,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.7415079353804,-4.07717664016112,
Llanbedr,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.8208559305805,-4.11019832879094,
Llanbister Road,Wales,Powys - Powys,Transport for Wales,No,52.3364286267864,-3.21342132721638,
Llanbradach,Wales,Caerffili - Caerphilly,Transport for Wales,No,51.6032594983474,-3.23304815296668,
Llandaf,Wales,Caerdydd - Cardiff,Transport for Wales,No,51.5084420485035,-3.2286128720143,
Llandanwg,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.836166794295,-4.12385762058403,
Llandecwyn,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.9206897357095,-4.05703556984347,
Llandeilo,Wales,Sir Gaerfyrddin - Carmarthenshire,Transport for Wales,No,51.8853491383229,-3.9868906676991,
Llandovery,Wales,Sir Gaerfyrddin - Carmarthenshire,Transport for Wales,No,51.9953169669631,-3.80282964304508,
Llandrindod,Wales,Powys - Powys,Transport for Wales,No,52.2423634801625,-3.37913857358459,
Llandudno,Wales,Conwy - Conwy,Transport for Wales,No,53.3209209897034,-3.82700196660637,
Llandudno Junction,Wales,Conwy - Conwy,Transport for Wales,yes,53.2839483351497,-3.80910263762492,
Llandybie,Wales,Sir Gaerfyrddin - Carmarthenshire,Transport for Wales,No,51.8210402958666,-4.00364813852215,
Llanelli,Wales,Sir Gaerfyrddin - Carmarthenshire,Transport for Wales,No,51.6738717587635,-4.1613044288107,
Llanfairfechan,Wales,Conwy - Conwy,Transport for Wales,No,53.2572920986596,-3.9832034597963,
Llanfairpwll,Wales,Sir Ynys Mon - Isle of Anglesey,Transport for Wales,No,53.2209501799687,-4.20921630091034,
Llangadog,Wales,Sir Gaerfyrddin - Carmarthenshire,Transport for Wales,No,51.9402176978319,-3.89314785075551,
Llangammarch,Wales,Powys - Powys,Transport for Wales,No,52.1143025095964,-3.55481726360199,
Llangennech,Wales,Sir Gaerfyrddin - Carmarthenshire,Transport for Wales,No,51.6911411087195,-4.07893028981134,
Llangynllo,Wales,Powys - Powys,Transport for Wales,No,52.3496286034301,-3.16136974810856,
Llanharan,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.5375896600611,-3.44077892656191,
Llanhilleth,Wales,Blaenau Gwent - Blaenau Gwent,Transport for Wales,No,51.7003043478287,-3.13518812842474,
Llanishen,Wales,Caerdydd - Cardiff,Transport for Wales,No,51.5327497254607,-3.18197889233177,
Llanrwst,Wales,Conwy - Conwy,Transport for Wales,No,53.1388547420512,-3.79440182738638,
Llansamlet,Wales,Abertawe - Swansea,Transport for Wales,No,51.6615072357178,-3.8846860505603,
Llantwit Major,Wales,Bro Morgannwg - the Vale of Glamorgan,Transport for Wales,No,51.4097517458929,-3.4816178409499,
Llanwrda,Wales,Sir Gaerfyrddin - Carmarthenshire,Transport for Wales,No,51.9625913490845,-3.87167467928183,
Llanwrtyd,Wales,Powys - Powys,Transport for Wales,No,52.1047151192971,-3.63216406997936,
Llwyngwril,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.666786421808,-4.08767986529343,
Llwynypia,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.6340065052689,-3.4535140981772,
Loch Awe,Scotland,Argyll and Bute,ScotRail,No,56.4020223859925,-5.04197674438731,
Loch Eil Outward Bound,Scotland,Highland,ScotRail,No,56.855274245876,-5.191577978281,
Lochailort,Scotland,Highland,ScotRail,No,56.8809705350422,-5.66339666475485,
Locheilside,Scotland,Highland,ScotRail,No,56.8554135535901,-5.29003796103709,
Lochgelly,Scotland,Fife,ScotRail,No,56.1353333210182,-3.31294033588271,
Lochluichart,Scotland,Highland,ScotRail,No,57.6217627878108,-4.8090500523151,
Lochwinnoch,Scotland,Renfrewshire,ScotRail,No,55.7871616436763,-4.6160764250664,
Lockerbie,Scotland,Dumfries and Galloway,ScotRail,No,55.1230568805651,-3.3535334312036,
Lockwood,England,West Yorkshire,Northern,No,53.6347345225096,-1.80079094933621,
London Blackfriars,England,London (City Of),GTR,No,51.51180819479,-0.103332073034139,
London Bridge,England,London (City Of),Network Rail,No,51.5050174772731,-0.0860920864342872,
London Cannon Street,England,London (City Of),Network Rail,No,51.5113807653806,-0.0902929804450992,
London Charing Cross,England,London (City Of),Network Rail,No,51.5080258943625,-0.124802189352862,
London Euston,England,London (City Of),Network Rail,yes,51.5281347606828,-0.133923635983917,
London Fenchurch Street,England,London (City Of),C2C,No,51.5116442596509,-0.0788967690632564,
London Fields,England,London (City Of),London Overground,No,51.5411513732358,-0.057753374447073,
London King's Cross,England,London (City Of),Network Rail,No,51.5308818372572,-0.122925992140273,
London Liverpool Street,England,London (City Of),Network Rail,No,51.5179894594345,-0.0814260256571922,
London Marylebone,England,London (City Of),Chiltern Railways,yes,51.5225224462334,-0.16291090658484,
London Paddington,England,London (City Of),Network Rail,yes,51.5159940881549,-0.176173978727238,
London Road (Brighton),England,East Sussex,GTR,No,50.8366614163988,-0.136502344765958,
London Road (Guildford) ,England,Surrey,South Western Railway,No,51.2406489245582,-0.565068976035238,
London St Pancras,England,London (City Of),Network Rail,yes,51.5323887885924,-0.127189437856592,
London Victoria,England,London (City Of),Network Rail,No,51.4952560304275,-0.144558809127037,
London Waterloo,England,London (City Of),Network Rail,No,51.5032970946706,-0.113108948088642,
London Waterloo East,England,London (City Of),Southeastern,No,51.5040745645888,-0.108898165037075,
Long Buckby,England,Northamptonshire,West Midlands Trains,No,52.2947163006694,-1.08646687630919,
Long Eaton,England,Derbyshire,East Midlands Trains,No,52.884988165307,-1.28752063442112,
Long Preston,England,North Yorkshire,Northern,No,54.016839303964,-2.25559226875526,
Longbeck,England,North Yorkshire,Northern,No,54.589218153324,-1.03047296803867,
Longbridge,England,West Midlands,West Midlands Trains,No,52.3964197467346,-1.98129177075276,
Longcross ,England,Surrey,South Western Railway,No,51.3851721057024,-0.594570008377892,
Longfield,England,Kent,Southeastern,No,51.3961530395142,0.300364140906621,
Longniddry,Scotland,East Lothian,ScotRail,No,55.9764873641885,-2.8883435125611,
Longport,England,Staffordshire,East Midlands Trains,No,53.0418836701973,-2.21644813555906,
Longton,England,Staffordshire,East Midlands Trains,No,52.9899545614389,-2.13701083240356,
Looe,England,Cornwall,Great Western Railway,No,50.3592309494992,-4.45616480432356,
Lostock,England,Greater Manchester,Northern,No,53.5729295419805,-2.49426644829891,
Lostock Gralam,England,Cheshire,Northern,No,53.2676670182512,-2.46520332987929,
Lostock Hall,England,Lancashire,Northern,No,53.7242471362983,-2.68748374608567,
Lostwithiel,England,Cornwall,Great Western Railway,No,50.4071837276406,-4.66596695411252,
Loughborough,England,Leicestershire,East Midlands Trains,No,52.7789547910719,-1.19592860893181,
Loughborough Junction,England,London (City Of),GTR,No,51.466296106804,-0.102182083841814,
Low Moor,England,West Yorkshire,Northern,No,53.7499281923488,-1.75340404850532,
Lowdham,England,Nottinghamshire,East Midlands Trains,No,53.0062848337112,-0.998419089393871,
Lower Sydenham,England,London (City Of),Southeastern,No,51.4248291111835,-0.0333454872146574,
Lowestoft,England,Suffolk,Greater Anglia,No,52.4744331918507,1.74970769013355,
Ludlow,England,Shropshire,Transport for Wales,No,52.3712810488116,-2.7162172322445,
Luton,England,Bedfordshire,GTR,No,51.8823038393126,-0.414040220732381,
Luton Airport Parkway,England,Bedfordshire,GTR,No,51.8724365153574,-0.395881015266052,
Luxulyan,England,Cornwall,Great Western Railway,No,50.3900414353619,-4.74738511553918,
Lydney,England,Gloucestershire,Transport for Wales,No,51.7141382447785,-2.53086403423987,
Lye,England,West Midlands,West Midlands Trains,No,52.4599238991066,-2.11592950338778,
Lymington Pier ,England,Hampshire,South Western Railway,No,50.7583012438964,-1.52944705491441,
Lymington Town ,England,Hampshire,South Western Railway,No,50.7609130065613,-1.53716213304469,
Lympstone Commando,England,Devon,Great Western Railway,No,50.6622413631171,-3.4408403542821,
Lympstone Village,England,Devon,Great Western Railway,No,50.6482969875504,-3.43100725046298,
Lytham,England,Lancashire,Northern,No,53.7392843398145,-2.96404013142963,
Macclesfield,England,Cheshire,Avanti West Coast,No,53.2593437076928,-2.12198203578772,
Machynlleth,Wales,Powys - Powys,Transport for Wales,No,52.5951412329206,-3.85452825731662,
Maesteg,Wales,Pen-y-bont ar Ogwr - Bridgend,Transport for Wales,No,51.6099426162926,-3.65464631854253,
Maesteg (Ewenny Road),Wales,Pen-y-bont ar Ogwr - Bridgend,Transport for Wales,No,51.6053462827399,-3.64899165133724,
Maghull,England,Merseyside,Merseyrail,No,53.5064731023933,-2.93085339779366,
Maghull north,England,Merseyside,Merseyrail,No,53.516607,-2.921337,
Maiden Newton,England,Dorset,Great Western Railway,No,50.7800087193215,-2.56942995841225,
Maidenhead,England,Berkshire,Great Western Railway,No,51.5186684511975,-0.72266053262037,
Maidstone Barracks,England,Kent,Southeastern,No,51.277166918507,0.513960134663088,
Maidstone East,England,Kent,Southeastern,No,51.2778275356103,0.521295045225559,
Maidstone West,England,Kent,Southeastern,No,51.2704636238475,0.515773417339359,
Malden Manor,England,London (City Of),South Western Railway,No,51.3847287183982,-0.261273984325617,
Mallaig,Scotland,Highland,ScotRail,No,57.0059962124948,-5.82959836193118,
Malton,England,North Yorkshire,Transpennine Express,No,54.1320756412877,-0.797222131663321,
Malvern Link,England,Worcestershire,West Midlands Trains,yes,52.1254702810477,-2.31951185541362,
Manchester Airport,England,Greater Manchester,Transpennine Express,No,53.365043565225,-2.2729798230138,
Manchester Oxford Road,England,Greater Manchester,Northern,No,53.4740336683728,-2.24199570444878,
Manchester Piccadilly,England,Greater Manchester,Network Rail,No,53.4773633625194,-2.23091019212988,
Manchester Victoria,England,Greater Manchester,Northern,No,53.4874701876365,-2.24259973270971,
Manea,England,Cambridgeshire,Greater Anglia,No,52.4978368635232,0.177693657734854,
Manningtree,England,Essex,Greater Anglia,No,51.9490480908359,1.04523982068774,
Manor Park,England,London (City Of),TfL Rail,No,51.5524748769622,0.0463415353236368,
Manor Road,England,Merseyside,Merseyrail,No,53.3947811392292,-3.17143817708952,
Manorbier,Wales,Sir Benfro - Pembrokeshire,Transport for Wales,No,51.6601642759115,-4.79183131735951,
Manors,England,Tyne & Wear,Northern,No,54.972765967882,-1.60474111247627,
Mansfield,England,Nottinghamshire,East Midlands Trains,No,53.1421011672879,-1.19843416202855,
Mansfield Woodhouse,England,Nottinghamshire,East Midlands Trains,No,53.1635632829505,-1.20184860036279,
March,England,Cambridgeshire,Greater Anglia,No,52.5598920216108,0.0911977438231965,
Marden,England,Kent,Southeastern,No,51.1751732917054,0.493169232841966,
Margate,England,Kent,Southeastern,No,51.3854248794367,1.37200317607672,
Market Harborough,England,Leicestershire,East Midlands Trains,No,52.4797216067899,-0.909332272457157,
Market Rasen,England,Lincolnshire,East Midlands Trains,No,53.3839116005555,-0.336898818506559,
Markinch,Scotland,Fife,ScotRail,No,56.2010188190245,-3.13078740638266,
Marks Tey,England,Essex,Greater Anglia,No,51.8809359573505,0.78332735554535,
Marlow,England,Buckinghamshire,Great Western Railway,No,51.5709929744456,-0.766430789500631,
Marple,England,Greater Manchester,Northern,No,53.4006941877979,-2.05726356074569,
Marsden,England,West Yorkshire,Northern,No,53.6031876693812,-1.93075001404666,
Marsh Barton,England,Devon,Great Western Railway,No,50.7043,-3.5215,
Marske,England,North Yorkshire,Northern,No,54.5874174187477,-1.01890978275156,
Marston Green,England,West Midlands,West Midlands Trains,No,52.4671901724747,-1.75560707926843,
Martin Mill,England,Kent,Southeastern,No,51.1706740018418,1.34821694134837,
Martins Heron,England,Berkshire,South Western Railway,No,51.4074111353184,-0.724396685798725,
Marton,England,North Yorkshire,Northern,No,54.5443434415772,-1.19848499884042,
Maryhill,Scotland,Glasgow City,ScotRail,No,55.8976359415651,-4.30074607951477,
Maryland,England,London (City Of),TfL Rail,No,51.5460796500269,0.0058151274356518,
Maryport,England,Cumbria,Northern,No,54.7113233780618,-3.49407505166417,
Matlock,England,Derbyshire,East Midlands Trains,yes,53.1384084903689,-1.55891090288035,
Matlock Bath,England,Derbyshire,East Midlands Trains,No,53.1223550639504,-1.55675902935919,
Mauldeth Road,England,Greater Manchester,Northern,No,53.4330630367744,-2.20925151178998,
Maxwell Park,Scotland,Glasgow City,ScotRail,No,55.8377341195868,-4.28869285870876,
Maybole,Scotland,South Ayrshire,ScotRail,No,55.3547421526105,-4.68528992636832,
Maze Hill,England,London (City Of),Southeastern,No,51.4826229447814,0.0029141239970161,
Meadowhall,England,South Yorkshire,Northern,yes,53.4174668842077,-1.41285161717926,
Meldreth,England,Cambridgeshire,GTR,No,52.0907150422717,0.00894120955514212,
Melksham,England,Wiltshire,Great Western Railway,No,51.3798247261646,-2.14449725059521,
Melton,England,Suffolk,Greater Anglia,No,52.1044351253859,1.33823651804569,
Melton Mowbray,England,Leicestershire,East Midlands Trains,No,52.761030728011,-0.885869328388072,
Menheniot,England,Cornwall,Great Western Railway,No,50.4262341939632,-4.40922408393021,
Menston,England,West Yorkshire,Northern,No,53.8923400556363,-1.73551023785352,
Meols,England,Merseyside,Merseyrail,No,53.3994429101248,-3.15426972840823,
Meols Cop,England,Merseyside,Northern,No,53.6462749764885,-2.97580426118934,
Meopham,England,Kent,Southeastern,No,51.3864215266903,0.356951489465764,
Meridian Water,England,London (City Of),Greater Anglia,No,51.609948,-0.050229,
Merryton,Scotland,South Lanarkshire,ScotRail,No,55.7487112251651,-3.97825436884013,
Merstham ,England,Surrey,GTR,No,51.2641527454047,-0.150225683150478,
Merthyr Tidfil,Wales,Merthyr Tudful - Merthyr Tydfil,Transport for Wales,No,51.744625525629,-3.3772510196222,
Merthyr Vale,Wales,Merthyr Tudful - Merthyr Tydfil,Transport for Wales,No,51.6866491708375,-3.33657620028806,
Metheringham,England,Lincolnshire,East Midlands Trains,No,53.1388788760626,-0.391453147170413,
Metrocentre,England,Tyne & Wear,Northern,No,54.9587502620908,-1.66562606902726,
Mexborough,England,South Yorkshire,Northern,No,53.4909927686768,-1.28856144106165,
Micheldever ,England,Hampshire,South Western Railway,No,51.1823935174679,-1.26067780351667,
Micklefield,England,West Yorkshire,Northern,No,53.7888373334772,-1.32679320898116,
Middlesbrough,England,North Yorkshire,Transpennine Express,No,54.5791063651263,-1.2347173318742,
Middlewood,England,Greater Manchester,Northern,No,53.3599605025725,-2.08335333103346,
Midgham,England,Berkshire,Great Western Railway,No,51.3959751257513,-1.17771126832106,
Milford ,England,Surrey,South Western Railway,No,51.1633186006585,-0.636948382462774,
Milford Haven,Wales,Sir Benfro - Pembrokeshire,Transport for Wales,No,51.714979549105,-5.04096986911261,
Mill Hill,England,Lancashire,Northern,No,53.7354603724916,-2.50173568091878,
Mill Hill Broadway,England,London (City Of),GTR,No,51.6130914993055,-0.249239721503207,
Millbrook (Bedfordshire),England,Bedfordshire,West Midlands Trains,No,52.0538358545238,-0.532703119175023,
Millbrook (Hampshire),England,Hampshire,South Western Railway,No,50.9114966599587,-1.4338426532312,
Milliken Park,Scotland,Renfrewshire,ScotRail,No,55.8251172859306,-4.53335906784924,
Millom,England,Cumbria,Northern,No,54.2108269831584,-3.27108460663279,
Mills Hill,England,Greater Manchester,Northern,No,53.5513120524505,-2.17151304787984,
Milngavie,Scotland,East Dunbartonshire,ScotRail,No,55.9413704602766,-4.31458139298174,
Milton Keynes Central,England,Buckinghamshire,West Midlands Trains,yes,52.0342878492872,-0.774146106746081,
Minffordd,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.9261366952669,-4.0849663493798,
Minster,England,Kent,Southeastern,No,51.3291703683313,1.31721649527708,
Mirfield,England,West Yorkshire,Northern,No,53.6714021397812,-1.6925452161393,
Mistley,England,Essex,Greater Anglia,No,51.9436275001312,1.08139999800216,
Mitcham Eastfields,England,London (City Of),GTR,No,51.4077375961747,-0.154646036147362,
Mitcham Junction,England,London (City Of),GTR,No,51.3929486808547,-0.157756646994223,
Mobberley,England,Cheshire,Northern,No,53.3291413406719,-2.33366574844739,
Monifieth,Scotland,Angus,ScotRail,No,56.4801153181425,-2.81824791549888,
Monks Risborough,England,Buckinghamshire,Chiltern Railways,No,51.7357620020828,-0.829333737720603,
Montpelier,England,Bristol,Great Western Railway,No,51.4683517364729,-2.58868595834309,
Montrose,Scotland,Angus,ScotRail,No,56.7128006944104,-2.47207451650721,
Moorfields,England,Merseyside,Merseyrail,No,53.4085653546297,-2.9891882773849,
Moorgate,England,London (City Of),GTR,No,51.5184898840489,-0.0889434111054453,
Moorside,England,Greater Manchester,Northern,No,53.5162762391321,-2.35179973506312,
Moorthorpe,England,West Yorkshire,Northern,No,53.5949966151498,-1.30494712963021,
Morar,Scotland,Highland,ScotRail,No,56.9697262287217,-5.82191950899207,
Morchard Road,England,Devon,Great Western Railway,No,50.8319028904102,-3.77636658715714,
Morden South,England,London (City Of),GTR,No,51.3961149314428,-0.199460998446769,
Morecambe,England,Lancashire,Northern,No,54.0703219743606,-2.86930849625208,
Moreton (Dorset),England,Dorset,South Western Railway,No,50.7010328069398,-2.31344997614725,
Moreton (Merseyside),England,Merseyside,Merseyrail,No,53.4072100882901,-3.1135025055345,
Moreton-in-Marsh,England,Gloucestershire,Great Western Railway,No,51.9922817002363,-1.70038054918921,
Morfa Mawddach,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.7071327571147,-4.03217039102967,
Morley,England,West Yorkshire,Northern,No,53.7499245094853,-1.59097688458195,
Morpeth,England,Northumberland,Northern,No,55.1623773207923,-1.6830746754367,
Mortimer,England,Berkshire,Great Western Railway,No,51.3720786572013,-1.03551007738749,
Mortlake,England,London (City Of),South Western Railway,No,51.4680855607294,-0.267105651599544,
Moses Gate,England,Greater Manchester,Northern,No,53.5559843086055,-2.40118838311289,
Moss Side,England,Lancashire,Northern,No,53.76497928934,-2.94293499720734,
Mossley (Manchester),England,Greater Manchester,Northern,No,53.5149801942319,-2.04128216208238,
Mossley Hill,England,Merseyside,Northern,No,53.379040699388,-2.91544349439259,
Mosspark,Scotland,Glasgow City,ScotRail,No,55.8408346863159,-4.34829357131854,
Moston,England,Greater Manchester,Northern,No,53.5234218723514,-2.17102311232462,
Motherwell,Scotland,North Lanarkshire,ScotRail,No,55.7916788802199,-3.99432618318833,
Motspur Park,England,London (City Of),South Western Railway,No,51.3951950985035,-0.239530774928073,
Mottingham,England,London (City Of),Southeastern,No,51.4402163962549,0.0500539450672822,
Mottisfont & Dunbridge ,England,Hampshire,Great Western Railway,No,51.0339268531596,-1.54708493792647,
Mouldsworth,England,Cheshire,Northern,No,53.2318084163039,-2.73222485320554,
Moulsecoomb,England,East Sussex,GTR,No,50.8467204578911,-0.118841814627873,
Mount Florida,Scotland,Glasgow City,ScotRail,No,55.8265601758484,-4.26113251761196,
Mount Vernon,Scotland,Glasgow City,ScotRail,No,55.8402067277691,-4.13367010557423,
Mountain Ash,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.6813343609573,-3.37634184890973,
Muir of Ord,Scotland,Highland,ScotRail,No,57.5178529617987,-4.46023404561932,
Muirend,Scotland,Glasgow City,ScotRail,No,55.8094639581543,-4.2743927200496,
Musselburgh,Scotland,East Lothian,ScotRail,No,55.9335941789831,-3.07320131917733,
Mytholmroyd,England,West Yorkshire,Northern,No,53.7290044368074,-1.98142599464334,
Nafferton,England,East Riding of Yorkshire,Northern,No,54.0112216540656,-0.386076076979419,
Nailsea & Backwell,England,Somerset,Great Western Railway,No,51.4194110009406,-2.75063426416765,
Nairn,Scotland,Highland,ScotRail,No,57.5802500836488,-3.87200086214558,
Nantwich,England,Cheshire,Transport for Wales,No,53.0635742742812,-2.51895955384612,
Narberth,Wales,Sir Benfro - Pembrokeshire,Transport for Wales,No,51.799374596656,-4.72717631331422,
Narborough,England,Leicestershire,East Midlands Trains,No,52.5712934494761,-1.20334617542751,
Navigation Road,England,Greater Manchester,Northern,No,53.395378070314,-2.34341745191281,
