Station,Country,County,TOC,Visited,Latitude,Longitude,Date
Abbey Wood,England,London (City Of),TfL Rail,No,51.4910605627019,0.121394025366647,
Aber,Wales,Caerffili - Caerphilly,Transport for Wales,No,51.5749691125956,-3.22982905106563,
Abercynon,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.6447124034837,-3.32698855170195,
Aberdare,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.7150618291708,-3.44308409477462,
Aberdeen,Scotland,Aberdeen City,ScotRail,No,57.1437058328662,-2.09868538622245,
Aberdour,Scotland,Fife,ScotRail,No,56.0545955695197,-3.30056061487314,
Aberdovey,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.5439615025967,-4.05706796158074,
Abererch,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.8985884658899,-4.37417647351973,
Abergavenny,Wales,Sir Fynwy - Monmouthshire,Transport for Wales,No,51.8166930409601,-3.00964730040687,
Abergele & Pensarn,Wales,Conwy - Conwy,Transport for Wales,No,53.2945771647609,-3.58262268840784,
Aberystwyth,Wales,Sir Ceredigion - Ceredigion,Transport for Wales,No,52.4140498933205,-4.08189442746786,
Accrington,England,Lancashire,Northern,No,53.7529733751372,-2.36954810226505,
Achanalt,Scotland,Highland,ScotRail,No,57.6096018732679,-4.91385256332031,
Achnasheen,Scotland,Highland,ScotRail,No,57.5792959197415,-5.07233352893289,
Achnashellach,Scotland,Highland,ScotRail,No,57.4820809030767,-5.33305678830677,
Acklington,England,Northumberland,Northern,No,55.3070993237817,-1.65183479633575,
Acle,England,Norfolk,Greater Anglia,No,52.6346777628319,1.54391497575916,
Acocks Green,England,West Midlands,West Midlands Trains,No,52.4493240670217,-1.81897562150643,
Acton Bridge,England,Cheshire,West Midlands Trains,No,53.2665097605329,-2.60312690733168,
Acton Central,England,London (City Of),London Overground,No,51.5087150057177,-0.262970693276422,
Acton Main Line,England,London (City Of),TfL Rail,No,51.5171788796431,-0.266756440210259,
Adderley Park,England,West Midlands,West Midlands Trains,No,52.4830872932844,-1.85594463679675,
Addiewell,Scotland,West Lothian,ScotRail,No,55.8434130805542,-3.60652712168835,
Addlestone ,England,Surrey,South Western Railway,No,51.3730447500684,-0.48445679693337,
Adisham,England,Kent,Southeastern,No,51.2411978022143,1.19908904695378,
Adlington (Cheshire),England,Cheshire,Northern,No,53.3195557900317,-2.13356274381038,
Adlington (Lancs),England,Lancashire,Northern,No,53.6132468473224,-2.6030711963325,
Adwick,England,South Yorkshire,Northern,No,53.5723210050351,-1.180356329611,
Aigburth,England,Merseyside,Merseyrail,No,53.3645680055959,-2.92715540113816,
Ainsdale,England,Merseyside,Merseyrail,No,53.6020355257546,-3.04265252059266,
Aintree,England,Merseyside,Merseyrail,No,53.4739127558616,-2.95628079876913,
Airbles,Scotland,North Lanarkshire,ScotRail,No,55.7828378389089,-3.99419330717581,
Airdrie,Scotland,North Lanarkshire,ScotRail,No,55.8639835131324,-3.98291292517007,
Albany Park,England,London (City Of),Southeastern,No,51.4354507399114,0.12573706592842,
Albrighton,England,Shropshire,West Midlands Trains,No,52.6379442676754,-2.26890024505565,
Alderley Edge,England,Cheshire,Northern,No,53.3037821045932,-2.23679936267512,
Aldermaston,England,Berkshire,Great Western Railway,No,51.4019618556841,-1.1374239270022,
Aldershot ,England,Hampshire,South Western Railway,No,51.2464179114788,-0.759859888333875,
Aldrington,England,East Sussex,GTR,No,50.8363824121951,-0.183821512855377,
Alexandra Palace,England,London (City Of),GTR,Yes,51.5979224924556,-0.120235220128854,
Alexandra Parade,Scotland,Glasgow City,ScotRail,No,55.8631759802332,-4.21064896878422,
Alexandria,Scotland,West Dunbartonshire,ScotRail,No,55.9850887680667,-4.57748537031666,
Alfreton,England,Derbyshire,East Midlands Trains,No,53.1004322999438,-1.36969621564025,
Allens West,England,Durham (County Durham),Northern,No,54.5246233650745,-1.36111683481751,
Alloa,Scotland,Clackmannanshire,ScotRail,No,56.1177936041036,-3.79005640302655,
Alness,Scotland,Highland,ScotRail,No,57.6943991747966,-4.24971726526612,
Alnmouth,England,Northumberland,Northern,No,55.3927786386397,-1.63663783937358,
Alresford (Essex),England,Essex,Greater Anglia,No,51.8539974379073,0.997436403040026,
Alsager,England,Cheshire,East Midlands Trains,No,53.0930054110113,-2.29905784069112,
Althorne,England,Essex,Greater Anglia,No,51.6478675266105,0.75248341471277,
Althorpe,England,Lincolnshire,Northern,No,53.5855003548442,-0.733182290833722,
Altnabreac,Scotland,Highland,ScotRail,No,58.3881525009701,-3.7062809681672,
Alton ,England,Hampshire,South Western Railway,No,51.1519686627366,-0.966913302570746,
Altrincham,England,Greater Manchester,Northern,No,53.3877187203289,-2.34688910433965,
Alvechurch,England,Worcestershire,West Midlands Trains,No,52.3460721156993,-1.96766073187852,
Ambergate,England,Derbyshire,East Midlands Trains,No,53.0605170840145,-1.48069758186533,
Amberley,England,West Sussex,GTR,No,50.8966791881016,-0.541992407726222,
Amersham,England,Buckinghamshire,London Underground,No,51.6742050968552,-0.607596139216709,
Ammanford,Wales,Sir Gaerfyrddin - Carmarthenshire,Transport for Wales,No,51.7959795450084,-3.99673575596767,
Ancaster,England,Lincolnshire,East Midlands Trains,No,52.9876865844111,-0.535623734022494,
Anderston,Scotland,Glasgow City,ScotRail,No,55.8599021238713,-4.27098003165416,
Andover ,England,Hampshire,South Western Railway,No,51.2115476149434,-1.49223307188506,
Anerley,England,London (City Of),London Overground,No,51.4121513855632,-0.0658859220340606,
Angmering,England,West Sussex,GTR,No,50.8165743892467,-0.489394019247872,
Annan,Scotland,Dumfries and Galloway,ScotRail,No,54.9838388790739,-3.2625810423293,
Anniesland,Scotland,Glasgow City,ScotRail,No,55.8893555064876,-4.32195784208586,
Ansdell & Fairhaven,England,Lancashire,Northern,No,53.7414654744213,-2.99303444657805,
Apperley Bridge,England,West Yorkshire,Northern,No,53.8417501065548,-1.70582867126391,
Appleby,England,Cumbria,Northern,No,54.5803488158896,-2.48669258391647,
Appledore,England,Kent,Southeastern,No,51.0332342031393,0.816341504124954,
Appleford,England,Oxfordshire,Great Western Railway,No,51.6396415502262,-1.24214153179695,
Appley Bridge,England,Lancashire,Northern,No,53.5786734960166,-2.71925251339081,
Apsley,England,Hertfordshire,West Midlands Trains,No,51.7325208234117,-0.462934812195194,
Arbroath,Scotland,Angus,ScotRail,No,56.5595762979872,-2.58893177406225,
Ardgay,Scotland,Highland,ScotRail,No,57.8814576101148,-4.36209023833324,
Ardlui,Scotland,Argyll and Bute,ScotRail,No,56.3019723653141,-4.72165858161935,
Ardrossan Harbour,Scotland,North Ayrshire,ScotRail,No,55.6398782290401,-4.82111163323781,
Ardrossan South Beach,Scotland,North Ayrshire,ScotRail,No,55.641422142645,-4.80121264089138,
Ardrossan Town,Scotland,North Ayrshire,ScotRail,No,55.6397124556587,-4.81267645169651,
Ardwick,England,Greater Manchester,Northern,No,53.471345820655,-2.21388417456067,
Argyle Street,Scotland,Glasgow City,ScotRail,No,55.8573090626122,-4.25069486323156,
Arisaig,Scotland,Highland,ScotRail,No,56.9125537431151,-5.83907949880085,
Arlesey,England,Bedfordshire,GTR,No,52.0260300130868,-0.266319838272065,
Armadale,Scotland,West Lothian,ScotRail,No,55.8857140292087,-3.69541334262219,
Armathwaite,England,Cumbria,Northern,No,54.8094679848183,-2.77207147292765,
Arnside,England,Cumbria,Northern,No,54.2027315043991,-2.82824189170434,
Arram,England,East Riding of Yorkshire,Northern,No,53.8843427696163,-0.426570132093475,
Arrochar & Tarbet,Scotland,Argyll and Bute,ScotRail,No,56.2039766194239,-4.72277124702392,
Arundel,England,West Sussex,GTR,No,50.84821399905,-0.546174298416944,
Ascot,England,Berkshire,South Western Railway,No,51.406243053303,-0.675833255037063,
Ascott-under-Wychwood,England,Oxfordshire,Great Western Railway,No,51.8673416456497,-1.56405280921503,
Ash ,England,Surrey,South Western Railway,No,51.2495967734882,-0.712805474371656,
Ash Vale ,England,Surrey,South Western Railway,No,51.2722464128127,-0.72164859629209,
Ashburys,England,Greater Manchester,Northern,No,53.471639721401,-2.19443661452133,
Ashchurch for Tewkesbury,England,Gloucestershire,Great Western Railway,No,51.9989057939667,-2.10876020926952,
Ashfield,Scotland,Glasgow City,ScotRail,No,55.8889269328418,-4.24921509407071,
Ashford (Surrey),England,Surrey,South Western Railway,No,51.4365062586203,-0.468070995385795,
Ashford International,England,Kent,Southeastern,No,51.1437026741936,0.876197214386404,
Ashington,England,Northumberland,Northern,No,55.182114,-1.572633,
Ashley,England,Cheshire,Northern,No,53.3557258053839,-2.34146074338483,
Ashley Down,England,Bristol,Great Western Railway,No,51.47836,-2.57653,
Ashtead ,England,Surrey,GTR,No,51.317872587997,-0.307571763628547,
Ashton-under-Lyne,England,Greater Manchester,Northern,No,53.4912746360398,-2.09431253377749,
Ashurst,England,Kent,Southeastern,No,51.1286608253579,0.152652111896866,
Ashurst New Forest ,England,Hampshire,South Western Railway,No,50.8898511647037,-1.52663085660955,
Ashwell & Morden,England,Cambridgeshire,GTR,No,52.0307706434447,-0.109788918120069,
Askam,England,Cumbria,Northern,No,54.1889331625586,-3.20451175494515,
Aslockton,England,Nottinghamshire,East Midlands Trains,No,52.9515495737311,-0.898097621841918,
Aspatria,England,Cumbria,Northern,No,54.7589599137074,-3.33187421074512,
Aspley Guise,England,Bedfordshire,West Midlands Trains,No,52.0212361960308,-0.632334507265971,
Aston,England,West Midlands,West Midlands Trains,No,52.5042320347358,-1.8719337575538,
Atherstone,England,Warwickshire,West Midlands Trains,No,52.5789720633612,-1.55281147568713,
Atherton,England,Greater Manchester,Northern,No,53.5291462480773,-2.47897234425216,
Attadale,Scotland,Highland,ScotRail,No,57.3950433711996,-5.4555786528295,
Attenborough,England,Nottinghamshire,East Midlands Trains,No,52.9062133028873,-1.23141560765685,
Attleborough,England,Norfolk,Greater Anglia,No,52.5145445883409,1.02234755537498,
Auchinleck,Scotland,East Ayrshire,ScotRail,No,55.4702784722357,-4.29535018687193,
Audley End,England,Essex,Greater Anglia,No,52.0044405435161,0.207160027997398,
Aughton Park,England,Lancashire,Merseyrail,No,53.5542504500956,-2.89522128047861,
Aviemore,Scotland,Highland,ScotRail,No,57.1885162452285,-3.82886797624022,
Avoncliff,England,Wiltshire,Great Western Railway,No,51.3396528744674,-2.28132558221387,
Avonmouth,England,Bristol,Great Western Railway,No,51.5003648679963,-2.69946651797304,
Axminster,England,Devon,South Western Railway,No,50.7792744117621,-3.00472359764506,
Aylesbury,England,Buckinghamshire,Chiltern Railways,No,51.8138902206829,-0.815095998270687,
Aylesbury Vale Parkway,England,Buckinghamshire,Chiltern Railways,No,51.8311587338339,-0.860182437861177,
Aylesford,England,Kent,Southeastern,No,51.3013153585378,0.466170568242092,
Aylesham,England,Kent,Southeastern,No,51.2272505439136,1.2094526827124,
Ayr,Scotland,South Ayrshire,ScotRail,No,55.4581477383334,-4.62587677242484,
Bache,England,Cheshire,Merseyrail,No,53.2087886904783,-2.89167051075084,
Baglan,Wales,Castell-nedd Port Talbot - Neath Port Talbot,Transport for Wales,No,51.615545271975,-3.81113654529303,
Bagshot ,England,Surrey,South Western Railway,No,51.3643669407293,-0.688661997063008,
Baildon,England,West Yorkshire,Northern,No,53.8502255005868,-1.75363638811678,
Baillieston,Scotland,Glasgow City,ScotRail,No,55.844505909339,-4.11369931815988,
Balcombe,England,West Sussex,GTR,No,51.0555201604538,-0.136933757536862,
Baldock,England,Hertfordshire,GTR,No,51.9928698318742,-0.187563753520231,
Balham,England,London (City Of),GTR,No,51.4432234163815,-0.152424495700288,
Balloch,Scotland,West Dunbartonshire,ScotRail,No,56.0029392993731,-4.58348654319574,
Balmossie,Scotland,Angus,ScotRail,No,56.4745685552318,-2.83895622541232,
Bamber Bridge,England,Lancashire,Northern,No,53.7268691714662,-2.6607753764786,
Bamford,England,Derbyshire,Northern,No,53.3390008432273,-1.68908191470249,
Banavie,Scotland,Highland,ScotRail,No,56.8433146084024,-5.09542698683765,
Banbury,England,Oxfordshire,Chiltern Railways,No,52.0603086671337,-1.32813289497966,
Bangor,Wales,Gwynedd - Gwynedd,Transport for Wales,No,53.2222875881889,-4.1358808597691,
Bank Hall,England,Merseyside,Merseyrail,No,53.4374965462522,-2.98751189569183,
Banstead ,England,Surrey,GTR,No,51.3293474848423,-0.213158931277083,
Barassie,Scotland,South Ayrshire,ScotRail,No,55.5610644543682,-4.65113966824502,
Bardon Mill,England,Northumberland,Northern,No,54.9744957852522,-2.34650475516335,
Bare Lane,England,Lancashire,Northern,No,54.0745443408907,-2.83533086719705,
Bargeddie,Scotland,North Lanarkshire,ScotRail,No,55.8512961462984,-4.07380825280165,
Bargoed,Wales,Caerffili - Caerphilly,Transport for Wales,No,51.6923127611933,-3.22968013064506,
Barking,England,London (City Of),C2C,No,51.5394928787692,0.0809024258638578,
Barking Riverside,England,London (City Of),London Overground,No,51.51969,0.11605,
Barming,England,Kent,Southeastern,No,51.2848926922128,0.478958086821072,
Barmouth,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.7228954666472,-4.05659664341287,
Barnehurst,England,London (City Of),Southeastern,No,51.4649571594916,0.159646215915891,
Barnes,England,London (City Of),South Western Railway,No,51.4670847781107,-0.242164290131055,
Barnes Bridge,England,London (City Of),South Western Railway,No,51.4720072305495,-0.252630234454485,
Barnetby,England,Lincolnshire,Transpennine Express,No,53.575120046432,-0.409679706265516,
Barnham,England,West Sussex,GTR,No,50.8309058508596,-0.639679954401345,
Barnhill,Scotland,Glasgow City,ScotRail,No,55.8774948886876,-4.22300584363342,
Barnsley,England,South Yorkshire,Northern,No,53.5543015489003,-1.47716484028851,
Barnstaple,England,Devon,Great Western Railway,No,51.0739744679973,-4.06311775092404,
Barnt Green,England,Worcestershire,West Midlands Trains,No,52.3610898378667,-1.99246673824797,
Barrhead,Scotland,East Renfrewshire,ScotRail,No,55.8037583421428,-4.39728431394783,
Barrhill,Scotland,South Ayrshire,ScotRail,No,55.0970106102442,-4.78178229089313,
Barrow Haven,England,Lincolnshire,East Midlands Trains,No,53.697419946542,-0.392955239385703,
Barrow-In-Furness,England,Cumbria,Northern,No,54.1190037011827,-3.22612090695349,
Barrow-upon-Soar,England,Leicestershire,East Midlands Trains,No,52.7493358553102,-1.14484305880024,
Barry,Wales,Bro Morgannwg - the Vale of Glamorgan,Transport for Wales,No,51.3967862682376,-3.28498495899336,
Barry Docks,Wales,Bro Morgannwg - the Vale of Glamorgan,Transport for Wales,No,51.4024452836283,-3.26070393235989,
Barry Island,Wales,Bro Morgannwg - the Vale of Glamorgan,Transport for Wales,No,51.3924170726249,-3.27336400852697,
Barry Links,Scotland,Angus,ScotRail,No,56.4931516826701,-2.74544214683501,
Barton-on-Humber,England,Lincolnshire,East Midlands Trains,No,53.6889177395454,-0.44343673614012,
Basildon,England,Essex,C2C,No,51.5681040297501,0.456788850539816,
Basingstoke ,England,Hampshire,South Western Railway,No,51.2683569850094,-1.08726383162934,
Bat & Ball,England,Kent,Southeastern,No,51.2897587469008,0.194227480292899,
Bath Spa,England,Somerset,Great Western Railway,No,51.3776883852266,-2.3570184714201,
Bathgate,Scotland,West Lothian,ScotRail,No,55.8971563834902,-3.63609679157923,
Batley,England,West Yorkshire,Northern,No,53.7099423400798,-1.6229526318262,
Battersby,England,North Yorkshire,Northern,No,54.457680170473,-1.09297186288525,
Battersea Park,England,London (City Of),GTR,No,51.4769582891996,-0.147533519657093,
Battle,England,East Sussex,Southeastern,No,50.9129130238687,0.494702777064857,
Battlesbridge,England,Essex,Greater Anglia,No,51.624822766888,0.56528550890708,
Bayford,England,Hertfordshire,GTR,No,51.7577148923117,-0.0956100209046352,
Beaconsfield,England,Buckinghamshire,Chiltern Railways,No,51.6112905925788,-0.643822282354315,
Bearley,England,Warwickshire,West Midlands Trains,No,52.2444115945748,-1.75025547969474,
Bearsden,Scotland,East Dunbartonshire,ScotRail,No,55.9171345827093,-4.3320211452141,
Bearsted,England,Kent,Southeastern,No,51.2758187894535,0.577580355704965,
Beasdale,Scotland,Highland,ScotRail,No,56.8995610683265,-5.76380325043513,
Beaulieu Road ,England,Hampshire,South Western Railway,No,50.8550493435382,-1.50474962699015,
Beauly,Scotland,Highland,ScotRail,No,57.4782879378611,-4.46986686037102,
Bebington,England,Merseyside,Merseyrail,No,53.3576570664328,-3.00363517233964,
Beccles,England,Suffolk,Greater Anglia,No,52.4585181871493,1.5694932615698,
Beckenham Hill,England,London (City Of),GTR,No,51.4245808668055,-0.0159511139458484,
Beckenham Junction,England,London (City Of),Southeastern,No,51.4111718661491,-0.0260225635677561,
Bedford,England,Bedfordshire,GTR,No,52.1361864656103,-0.479442379912954,
Bedford St Johns,England,Bedfordshire,West Midlands Trains,No,52.1294772366621,-0.467501028060375,
Bedhampton ,England,Hampshire,South Western Railway,No,50.8539566355958,-0.99582843515536,
Bedminster,England,Bristol,Great Western Railway,No,51.4400904239394,-2.59414932604792,
Bedworth,England,Warwickshire,West Midlands Trains,No,52.4792974206142,-1.46739223305473,
Bedwyn,England,Wiltshire,Great Western Railway,No,51.3796409426581,-1.59878627020561,
Beeston,England,Nottinghamshire,East Midlands Trains,No,52.9207551214346,-1.20765801407939,
Bekesbourne,England,Kent,Southeastern,No,51.2613539349877,1.13670763163281,
Belle Vue,England,Greater Manchester,Northern,No,53.4623764935822,-2.18050724055323,
Bellgrove,Scotland,Glasgow City,ScotRail,No,55.8567093051092,-4.22437490020632,
Bellingham,England,London (City Of),GTR,No,51.4329113825773,-0.0193308081217253,
Bellshill,Scotland,North Lanarkshire,ScotRail,No,55.8170682424416,-4.02449996284266,
Belmont,England,London (City Of),GTR,No,51.3438134158344,-0.198855124360003,
Belper,England,Derbyshire,East Midlands Trains,No,53.0237591485711,-1.48251049959613,
Beltring,England,Kent,Southeastern,No,51.2047063375307,0.403495486821792,
Belvedere,England,London (City Of),Southeastern,No,51.4921162437256,0.152286098901381,
Bempton,England,East Riding of Yorkshire,Northern,No,54.1276580609781,-0.18045684367924,
Ben Rhydding,England,West Yorkshire,Northern,No,53.9257153348267,-1.79743026313235,
Benfleet,England,Essex,C2C,No,51.5439424321207,0.561713345502072,
Bentham,England,North Yorkshire,Northern,No,54.1155197017626,-2.51067651046258,
Bentley (Hampshire),England,Hampshire,South Western Railway,No,51.1812327932647,-0.868126900052275,
Bentley (South Yorkshire),England,South Yorkshire,Northern,No,53.543936635355,-1.15094859528964,
Bere Alston,England,Devon,Great Western Railway,No,50.4855988011236,-4.20035543651004,
Bere Ferres,England,Devon,Great Western Railway,No,50.4512820780774,-4.18143518031599,
Berkhamstead,England,Hertfordshire,West Midlands Trains,No,51.7631330812332,-0.562012981628892,
Berkswell,England,West Midlands,West Midlands Trains,No,52.3958819317755,-1.64284047482006,
Bermuda Park,England,Warwickshire,West Midlands Trains,No,52.5014343619449,-1.47217775464212,
Berney Arms,England,Norfolk,Greater Anglia,No,52.5897827472666,1.63037533346209,
Berry Brow,England,West Yorkshire,Northern,No,53.6210419716152,-1.79343228301033,
Berrylands,England,London (City Of),South Western Railway,No,51.3990439366779,-0.280713667843256,
Berwick (East Sussex),England,East Sussex,GTR,No,50.8403762860459,0.166017608785235,
Berwick-upon-Tweed,England,Northumberland,LNER,No,55.7743389009866,-2.01097357377303,
Bescar Lane,England,Lancashire,Northern,No,53.623855333027,-2.9146110021991,
Bescot Stadium,England,West Midlands,West Midlands Trains,No,52.5630947071172,-1.9911057185482,
Betchworth ,England,Surrey,Great Western Railway,No,51.2481879331766,-0.266973015200458,
Bethnal Green,England,London (City Of),London Overground,No,51.5239156627757,-0.0595680464428894,
Betws-y-Coed,Wales,Conwy - Conwy,Transport for Wales,No,53.0920709395504,-3.80086212197837,
Beverley,England,East Riding of Yorkshire,Northern,No,53.8422725915824,-0.422980126740875,
Bexhill,England,East Sussex,GTR,No,50.84103990242,0.477016592346932,
Bexley,England,London (City Of),Southeastern,No,51.4402175270263,0.147902494716889,
Bexleyheath,England,London (City Of),Southeastern,No,51.4634982236074,0.133734871030645,
Bicester north,England,Oxfordshire,Chiltern Railways,No,51.9034829537461,-1.15038352192815,
Bicester Village,England,Oxfordshire,Chiltern Railways,No,51.8930236127002,-1.14876425178293,
Bickley,England,London (City Of),Southeastern,No,51.4001024308637,0.0452405405139698,
Bidston,England,Merseyside,Merseyrail,No,53.4091398593576,-3.07856110228132,
Biggleswade,England,Bedfordshire,GTR,No,52.0846785950736,-0.261187193156868,
Bilbrook,England,Staffordshire,West Midlands Trains,No,52.6237197237583,-2.18608801838282,
Billericay,England,Essex,Greater Anglia,No,51.6288812691945,0.418629610467223,
Billingham,England,Durham (County Durham),Northern,No,54.605606575355,-1.27971968622732,
Billingshurst,England,West Sussex,GTR,No,51.0152034952011,-0.450302232654151,
Bingham,England,Nottinghamshire,East Midlands Trains,No,52.9541905628363,-0.95154335353279,
Bingley,England,West Yorkshire,Northern,No,53.8486154371384,-1.8373224993653,
Birchgrove,Wales,Caerdydd - Cardiff,Transport for Wales,No,51.5215597229164,-3.20185379786194,
Birchington-On-Sea,England,Kent,Southeastern,No,51.3774886896266,1.3014083545974,
Birchwood,England,Cheshire,Northern,No,53.4127205850305,-2.5253082468513,
Birkbeck,England,London (City Of),GTR,No,51.4038899816034,-0.0557387405611835,
Birkdale,England,Merseyside,Merseyrail,No,53.6340528065899,-3.01445011129132,
Birkenhead Central,England,Merseyside,Merseyrail,No,53.3883166263867,-3.02082115838918,
Birkenhead Hamilton Square,England,Merseyside,Merseyrail,No,53.3946967251861,-3.01368016573114,
Birkenhead north,England,Merseyside,Merseyrail,No,53.4044379353974,-3.05753365912751,
Birkenhead Park,England,Merseyside,Merseyrail,No,53.3974085855031,-3.03910128885113,
Birmingham International,England,West Midlands,Avanti West Coast,yes,52.4508081112451,-1.72585685988124,
Birmingham Moor Street,England,West Midlands,Chiltern Railways,yes,52.479080623723,-1.89247273057604,
Birmingham New Street,England,West Midlands,Network Rail,yes,52.4778198092097,-1.9002055706822,
Birmingham Snow Hill,England,West Midlands,West Midlands Trains,yes,52.4833566780576,-1.89908868312646,
Bishop Auckland,England,Durham (County Durham),Northern,No,54.6571963763698,-1.67771509725951,
Bishopbriggs,Scotland,East Dunbartonshire,ScotRail,No,55.9038831792009,-4.22491571705821,
Bishop's Stortford,England,Hertfordshire,GTR,No,51.8666894209812,0.16489410333554,
Bishopstone,England,East Sussex,GTR,No,50.7801416620368,0.082756921439231,
Bishopton,Scotland,Renfrewshire,ScotRail,No,55.9022694882255,-4.5004875625329,
Bitterne,England,Hampshire,South Western Railway,No,50.9182213632939,-1.37699961416727,
Blackburn,England,Lancashire,Northern,No,53.7465184457461,-2.47912240276289,
Blackheath,England,London (City Of),Southeastern,No,51.4657945200002,0.00887187089452019,
Blackhorse Road,England,London (City Of),London Underground,No,51.58660384873,-0.0412357433706351,
Blackpool north,England,Lancashire,Northern,No,53.8219180942013,-3.04927516714828,
Blackpool Pleasure Beach,England,Lancashire,Northern,No,53.7879555202556,-3.05387646984086,
Blackpool South,England,Lancashire,Northern,No,53.7987040263195,-3.04893832565541,
Blackridge,Scotland,West Lothian,ScotRail,No,55.8842557507999,-3.75079743413867,
Blackrod,England,Greater Manchester,Northern,No,53.5915244932358,-2.56952431744104,
Blackwater ,England,Hampshire,Great Western Railway,No,51.3315811457068,-0.776741026218888,
Blaenau Ffestiniog,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.9945530771849,-3.93859577234881,
Blair Atholl,Scotland,Perth and Kinross,ScotRail,No,56.7655504660718,-3.85022876626298,
Blairhill,Scotland,North Lanarkshire,ScotRail,No,55.8664556230225,-4.0432911996593,
Blake Street,England,West Midlands,West Midlands Trains,No,52.6048860712992,-1.84491459685048,
Blakedown,England,Worcestershire,West Midlands Trains,No,52.4064026596129,-2.17686566095142,
Blantyre,Scotland,South Lanarkshire,ScotRail,No,55.7973304780703,-4.08697164977011,
Blaydon,England,Tyne & Wear,Northern,No,54.9657896857216,-1.71258088882198,
Bleasby,England,Nottinghamshire,East Midlands Trains,No,53.0413649497003,-0.943687538181265,
Bletchley,England,Buckinghamshire,West Midlands Trains,No,51.9953339717924,-0.736320506839459,
Bloxwich,England,West Midlands,West Midlands Trains,No,52.6182018754768,-2.01147807238452,
Bloxwich north,England,West Midlands,West Midlands Trains,No,52.6254378492086,-2.01768461058018,
Blundellsands & Crosby,England,Merseyside,Merseyrail,No,53.4876867000616,-3.03986028592851,
Blythe Bridge,England,Staffordshire,East Midlands Trains,No,52.9681439666743,-2.06696136521393,
Bodmin Parkway,England,Cornwall,Great Western Railway,No,50.4458686645733,-4.66292953056928,
Bodorgan,Wales,Sir Ynys Mon - Isle of Anglesey,Transport for Wales,No,53.2043074000119,-4.41800424551237,
Bognor Regis,England,West Sussex,GTR,No,50.7865584395345,-0.676178286011514,
Bogston,Scotland,Inverclyde,ScotRail,No,55.9370473872407,-4.71140217696609,
Bolton,England,Greater Manchester,Northern,No,53.5741455351566,-2.42582497565139,
Bolton-upon-Dearne,England,South Yorkshire,Northern,No,53.5189470302023,-1.31154616002462,
Bond Street,England,London (City Of),TfL Rail,No,51.51414848,-0.148545296,
Bookham ,England,Surrey,South Western Railway,No,51.2887375770933,-0.384020684769355,
Bootle,England,Cumbria,Northern,No,54.2913058315169,-3.39386227213438,
Bootle New Strand,England,Merseyside,Merseyrail,No,53.4533917659639,-2.99474773972908,
Bootle Oriel Road,England,Merseyside,Merseyrail,No,53.4466239167649,-2.9957338918952,
Bordesley,England,West Midlands,West Midlands Trains,No,52.4718743800827,-1.87776885469942,
Borough Green & Wrotham,England,Kent,Southeastern,No,51.2932170234776,0.306244959659036,
Borth,Wales,Sir Ceredigion - Ceredigion,Transport for Wales,No,52.4910318901744,-4.05017708151719,
Bosham,England,West Sussex,GTR,No,50.8427472866996,-0.847431235664145,
Boston,England,Lincolnshire,East Midlands Trains,No,52.9780883520384,-0.03100323679323,
Botley ,England,Hampshire,South Western Railway,No,50.9164546156522,-1.25923650546392,
Bottesford,England,Leicestershire,East Midlands Trains,No,52.9446141670485,-0.794842711685305,
Bourne End,England,Buckinghamshire,Great Western Railway,No,51.5771173647136,-0.710473547391366,
Bournemouth,England,Dorset,South Western Railway,No,50.7272746595869,-1.86450316465566,
Bourneville,England,West Midlands,West Midlands Trains,No,52.4269645832552,-1.92642405915734,
Bow Brickhill,England,Buckinghamshire,West Midlands Trains,No,52.0043001848605,-0.696077833880482,
Bow Street,Wales,Sir Ceredigion - Ceredigion,Transport for Wales,No,52.43991,-4.03035,
Bowes Park,England,London (City Of),GTR,No,51.6070103763875,-0.120581954633459,
Bowling,Scotland,West Dunbartonshire,ScotRail,No,55.9310849001239,-4.49384261915191,
Box Hill & Westhumble ,England,Surrey,GTR,No,51.2540106794359,-0.328489952956063,
Bracknell,England,Berkshire,South Western Railway,No,51.4130914141393,-0.751703650172948,
Bradford Forster Square,England,West Yorkshire,Northern,No,53.7969256219995,-1.75296173787813,
Bradford Interchange,England,West Yorkshire,Northern,No,53.7910764525054,-1.74959589964649,
Bradford-on-Avon,England,Wiltshire,Great Western Railway,No,51.3449161602034,-2.25232693866303,
Brading,England,Isle Of Wight,South Western Railway,No,50.6783720718463,-1.13872244962043,
Braintree,England,Essex,Greater Anglia,No,51.8753890748181,0.556686982906197,
Braintree Freeport,England,Essex,Greater Anglia,No,51.8694135093739,0.568434688069829,
Bramhall,England,Greater Manchester,Northern,No,53.360614520234,-2.16359288123925,
Bramley (Hampshire),England,Hampshire,Great Western Railway,No,51.3302932744388,-1.06100278415591,
Bramley (West Yorkshire),England,West Yorkshire,Northern,No,53.8053497570895,-1.63720635437646,
